"","grade","age","female","race","empathy_1","empathy_2","empathy_3","empathy_4","empathy_5","empathy_6","empathy_7","empathy_8","empathy_9","empathy_10","empathy_11","schid"
"7925",6,11,0,"White",2,2,3,3,2,3,3,2,3,3,3,26
"7926",6,11,0,"Other",2,2,2,2,1,1,1,1,1,1,1,26
"7927",6,11,0,"White",3,1,3,2,2,1,3,3,2,2,2,26
"7928",6,11,1,"Black",3,1,3,2,1,2,1,1,1,2,2,26
"7929",6,11,0,"White",2,3,3,3,3,2,3,2,3,2,3,26
"7930",6,11,0,"Black",2,1,2,1,1,1,1,1,1,1,1,26
"7931",6,12,1,"White",1,1,3,2,1,1,2,2,2,2,1,26
"7932",6,12,1,"White",2,2,2,2,1,2,2,1,3,2,1,26
"7933",6,11,1,"Hispanic",2,2,3,2,1,3,2,3,3,2,2,26
"7934",6,11,0,"White",3,3,3,3,2,2,3,2,1,2,2,26
"7935",6,11,1,"White",2,1,3,2,1,2,NA,1,3,2,3,26
"7936",6,12,1,"White",2,2,2,3,1,2,3,1,2,1,3,26
"7937",6,12,1,"White",3,2,3,3,3,3,3,3,2,2,1,26
"7938",6,14,0,"White",1,1,1,1,3,3,3,1,3,1,3,26
"7939",6,11,0,"White",3,2,3,2,1,2,2,2,1,3,3,26
"7940",6,12,1,"Hispanic",3,1,3,1,2,1,1,3,3,3,2,26
"7941",6,12,1,"White",2,1,2,3,2,2,3,3,3,3,2,26
"7942",6,11,0,"White",2,2,3,3,2,2,3,2,3,3,3,26
"7943",6,12,1,"Black",3,2,3,3,2,3,3,3,3,3,2,26
"7944",6,12,1,"Black",2,1,1,1,2,1,2,1,2,2,2,26
"7945",6,11,0,"White",3,3,3,3,2,3,3,2,3,3,3,26
"7946",6,11,1,"Other",3,1,3,3,1,2,3,1,2,1,3,26
"7947",6,11,1,"White",2,3,2,3,1,1,3,2,1,2,1,26
"7948",6,11,0,"White",2,3,3,2,2,3,2,1,3,2,2,26
"7949",6,11,1,"White",3,2,3,2,3,3,3,2,3,3,2,26
"7950",6,12,1,"Black",3,2,2,2,1,3,3,1,3,2,2,26
"7951",6,11,0,"Other",3,2,3,3,2,2,3,3,3,2,2,26
"7952",6,11,1,"White",3,2,3,3,2,3,3,2,3,3,2,26
"7953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"7954",8,14,0,"White",2,2,3,3,2,2,3,1,3,3,2,26
"7955",8,13,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"7956",8,14,1,"White",1,2,1,3,1,1,3,1,1,2,3,26
"7957",8,13,0,"White",2,2,1,2,1,1,2,1,2,1,1,26
"7958",8,14,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"7959",8,14,1,"White",3,2,2,3,1,1,2,2,3,3,3,26
"7960",8,14,1,"White",3,3,3,3,3,3,3,3,3,3,3,26
"7961",7,12,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"7962",7,12,0,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"7963",7,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"7964",7,12,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"7965",7,13,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"7966",7,13,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"7967",7,22,0,"Black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"7968",7,13,1,"White",3,3,2,3,1,2,3,3,3,3,1,26
"7969",7,12,0,"White",3,2,3,1,3,2,3,2,1,3,1,26
"7970",7,13,1,"White",2,2,3,3,1,2,1,2,3,2,1,26
"7971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"7972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"7973",6,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"7974",6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"7975",6,11,0,"Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"7976",6,12,1,"Black",1,3,2,3,1,1,2,3,1,3,1,26
"7977",6,11,0,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"7978",6,12,0,"White",1,1,3,1,2,1,1,1,2,2,1,26
"7979",6,11,1,"White",3,1,2,1,1,3,2,2,3,1,1,26
"7980",6,11,1,"White",1,1,2,1,1,1,1,1,3,1,1,26
"7981",6,11,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"7982",6,11,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"7983",8,13,0,"White",3,3,3,3,3,3,3,3,3,3,3,26
"7984",8,14,1,"Black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"7985",7,13,0,"Black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"7986",7,12,0,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"7987",6,12,1,"Black",2,2,3,3,2,2,3,3,3,3,2,26
"7988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"7989",11,17,0,"White",3,2,3,2,2,1,3,1,2,3,2,27
"7990",10,17,1,"White",3,2,2,2,3,2,3,3,3,1,1,27
"7991",10,16,1,"White",2,1,3,2,2,1,3,2,3,3,2,27
"7992",10,16,1,"White",3,2,3,2,1,2,2,2,1,2,2,27
"7993",11,17,0,"White",1,2,1,1,1,1,3,1,1,1,2,27
"7994",9,15,0,"Other",3,1,3,3,2,2,3,3,3,2,3,27
"7995",10,16,0,"White",2,2,2,2,1,2,2,2,2,2,2,27
"7996",9,15,1,"White",3,2,3,3,2,2,3,3,3,3,2,27
"7997",9,14,1,"White",2,2,2,3,3,2,3,3,3,3,3,27
"7998",12,18,1,"White",2,2,2,2,3,2,3,3,1,2,1,27
"7999",9,15,0,"White",3,2,1,1,1,2,3,1,1,3,2,27
"8000",9,15,1,"White",3,2,3,3,2,1,2,2,3,2,3,27
"8001",10,16,0,"Hispanic",1,1,1,1,1,1,2,1,1,1,1,27
"8002",9,15,0,"White",3,1,1,1,1,1,2,1,2,1,1,27
"8003",10,17,0,"White",1,2,3,3,2,2,2,2,1,2,3,27
"8004",12,17,1,"White",2,3,3,3,3,3,2,3,3,2,3,27
"8005",11,17,1,"White",2,2,1,2,1,1,1,1,1,1,1,27
"8006",11,17,1,"White",3,2,3,3,3,2,2,2,3,3,3,27
"8007",9,15,0,"White",3,1,2,2,1,1,2,1,2,1,2,27
"8008",12,17,1,"White",3,3,3,3,3,3,3,1,3,3,3,27
"8009",11,18,0,"White",2,1,1,1,1,1,2,1,1,1,1,27
"8010",9,15,0,"White",3,3,3,3,3,3,3,3,3,3,3,27
"8011",10,15,1,"Hispanic",2,3,3,3,2,3,3,2,2,2,2,27
"8012",10,15,0,"White",3,2,1,2,1,1,2,1,1,1,1,27
"8013",9,14,0,"White",3,2,3,3,2,3,3,1,1,3,2,27
"8014",9,15,0,"Hispanic",2,2,2,2,1,1,1,1,3,1,2,27
"8015",9,15,1,"Hispanic",1,2,3,3,2,1,3,1,2,2,2,27
"8016",12,17,1,"White",3,3,3,2,2,2,3,3,2,2,2,27
"8017",9,15,0,"White",2,2,3,3,1,1,3,1,1,2,3,27
"8018",10,15,1,"White",1,1,2,2,1,2,3,2,1,2,2,27
"8019",9,14,0,"White",3,2,2,3,2,2,3,3,2,2,2,27
"8020",9,15,1,"White",2,2,3,2,2,2,2,NA,3,2,2,27
"8021",9,15,1,"White",3,3,3,3,2,2,3,3,2,2,2,27
"8022",11,16,0,"White",2,2,2,2,1,2,3,3,1,3,2,27
"8023",11,17,1,"White",3,2,2,2,1,2,2,2,2,2,3,27
"8024",9,14,0,"White",1,2,3,2,1,1,2,1,1,2,2,27
"8025",11,16,1,"White",3,2,2,3,3,3,3,2,3,3,2,27
"8026",12,18,1,"White",3,3,3,3,3,3,3,3,3,3,1,27
"8027",11,16,1,"White",3,2,3,2,2,3,3,2,3,2,2,27
"8028",9,15,1,"Hispanic",2,2,3,2,2,1,3,2,3,3,3,27
"8029",9,14,1,"White",2,1,1,2,1,1,1,3,2,1,2,27
"8030",9,14,1,"White",3,2,2,3,2,3,3,3,3,3,2,27
"8031",9,14,1,"White",3,3,3,3,2,3,3,3,3,NA,3,27
"8032",12,18,0,"White",2,2,2,1,1,1,2,1,2,2,3,27
"8033",11,16,1,"White",3,2,3,3,2,3,3,3,2,2,3,27
"8034",6,21,1,"Other",1,1,2,1,1,1,1,1,3,1,1,27
"8035",11,17,0,"White",1,2,3,2,3,2,3,1,2,3,2,27
"8036",11,17,0,"White",2,2,2,1,1,1,3,2,2,2,2,27
"8037",11,17,1,"White",1,1,3,1,2,3,1,1,1,3,3,27
"8038",11,17,0,"White",1,1,1,1,1,1,2,1,1,1,1,27
"8039",12,18,0,"White",1,1,1,1,1,1,1,1,1,1,1,27
"8040",11,17,0,"White",3,2,3,3,2,1,3,3,2,2,2,27
"8041",10,16,1,"White",3,2,2,3,2,2,3,2,2,2,3,27
"8042",9,15,0,"White",3,2,3,3,3,3,3,3,3,3,3,27
"8043",9,15,1,"White",2,1,1,1,1,1,1,2,1,2,2,27
"8044",9,14,0,"White",1,1,1,1,1,1,1,1,2,1,1,27
"8045",11,17,0,"White",2,2,3,2,2,2,2,1,3,2,2,27
"8046",12,18,1,"White",3,2,1,1,2,2,2,1,1,1,1,27
"8047",11,18,0,"White",1,2,2,3,2,2,3,1,3,2,2,27
"8048",11,17,1,"White",2,2,2,3,3,1,2,1,1,1,1,27
"8049",11,17,0,"White",2,1,1,2,1,1,2,1,1,1,1,27
"8050",12,17,1,"White",3,2,3,2,1,1,2,1,2,2,2,27
"8051",12,18,0,"Other",2,1,3,3,1,2,3,2,1,2,2,27
"8052",9,15,0,"Other",3,2,2,3,2,2,2,2,2,2,2,27
"8053",10,15,1,"White",3,2,3,3,2,1,2,3,3,1,2,27
"8054",9,15,1,"White",3,2,3,3,1,1,3,2,3,3,2,27
"8055",12,18,0,"White",3,3,2,3,2,2,2,3,2,2,2,27
"8056",12,17,0,"White",2,2,2,2,1,1,2,2,1,2,2,27
"8057",12,18,0,"White",1,1,2,1,1,3,3,1,3,3,3,27
"8058",12,18,1,"White",3,2,1,2,1,1,3,1,1,2,2,27
"8059",12,17,1,"White",3,2,3,3,3,3,3,2,3,3,3,27
"8060",11,17,1,"White",3,3,2,3,2,1,3,3,1,2,3,27
"8061",11,17,0,"Asian",2,1,2,1,1,1,1,1,1,2,1,27
"8062",12,18,0,"White",3,2,2,2,2,2,3,2,1,3,3,27
"8063",12,18,0,"Hispanic",3,2,3,3,2,3,3,1,3,3,3,27
"8064",10,16,0,"White",2,2,2,3,3,2,3,3,2,2,3,27
"8065",12,18,0,"White",1,2,3,2,1,1,3,3,1,3,2,27
"8066",12,18,0,"White",2,2,2,2,1,1,3,1,3,3,2,27
"8067",12,18,0,"White",1,1,2,1,2,1,2,1,3,3,2,27
"8068",11,22,0,"Asian",3,2,3,2,1,2,3,3,3,2,3,27
"8069",11,17,0,"White",1,1,1,1,1,1,2,1,1,1,1,27
"8070",9,15,1,"White",2,2,3,2,2,1,2,2,3,3,3,27
"8071",11,17,0,"White",2,2,3,2,2,1,3,2,3,3,3,27
"8072",12,19,0,"White",2,2,2,2,2,2,2,2,1,3,2,27
"8073",12,18,1,"White",3,2,3,3,2,3,3,3,2,3,3,27
"8074",9,16,0,"White",3,2,2,3,1,1,3,1,3,1,3,27
"8075",12,17,1,"White",2,3,3,3,NA,NA,NA,NA,1,3,3,27
"8076",10,16,0,"Hispanic",2,2,3,3,1,2,3,1,3,3,1,27
"8077",11,16,1,"White",3,2,3,2,1,2,3,2,3,3,2,27
"8078",12,18,0,"White",1,1,2,1,1,1,1,1,3,2,1,27
"8079",12,18,0,"Hispanic",1,2,3,2,1,1,2,1,2,3,2,27
"8080",12,18,1,"White",3,3,3,3,2,2,3,3,2,3,3,27
"8081",11,17,1,"White",2,2,2,2,3,3,3,2,2,3,2,27
"8082",9,15,0,"White",2,2,3,2,2,2,2,1,2,2,2,27
"8083",12,18,1,"White",2,3,3,3,2,2,3,2,2,3,2,27
"8084",11,17,1,"White",3,2,2,2,1,2,3,2,3,2,3,27
"8085",9,15,0,"Other",1,2,2,1,2,2,2,1,2,2,2,27
"8086",10,16,1,"White",3,3,2,3,1,1,3,2,3,2,2,27
"8087",9,15,1,"Hispanic",2,1,3,1,2,3,3,3,2,2,2,27
"8088",9,14,1,"White",3,2,2,3,1,1,3,2,3,2,1,27
"8089",12,17,0,"White",3,3,2,2,1,2,2,1,2,2,2,27
"8090",9,14,1,"White",2,2,3,3,1,1,3,3,2,3,3,27
"8091",9,15,1,"White",2,3,3,3,1,2,3,3,2,3,3,27
"8092",9,15,1,"White",3,2,3,2,2,2,3,2,2,2,3,27
"8093",9,14,1,"White",2,2,3,2,2,1,2,1,2,2,2,27
"8094",12,17,1,"White",2,1,2,1,2,2,2,1,3,2,1,27
"8095",12,17,1,"White",3,2,3,3,2,3,3,3,2,3,3,27
"8096",12,18,1,"Hispanic",3,1,3,3,2,3,3,2,1,3,3,27
"8097",11,16,1,"White",3,2,3,3,1,2,3,2,2,3,2,27
"8098",11,16,0,"White",1,2,2,3,1,1,2,3,2,2,1,27
"8099",11,17,0,"White",2,2,2,2,2,2,2,2,2,2,2,27
"8100",12,17,0,"White",1,1,1,1,1,1,1,1,1,1,1,27
"8101",11,16,1,"White",3,3,2,2,1,1,2,2,2,2,1,27
"8102",12,18,0,"White",2,2,3,2,1,1,2,1,1,3,3,27
"8103",11,18,0,"White",2,3,2,2,1,1,2,1,2,3,2,27
"8104",11,17,1,"Hispanic",3,2,3,2,2,3,3,1,2,3,3,27
"8105",11,16,1,"White",3,3,3,3,3,3,3,2,3,2,3,27
"8106",10,15,1,"White",2,1,2,2,1,1,3,1,2,2,2,27
"8107",11,17,1,"Hispanic",1,2,2,2,2,2,2,2,2,2,2,27
"8108",9,16,0,"White",1,3,3,3,2,3,2,2,2,2,1,27
"8109",9,15,0,"White",1,3,2,2,NA,2,2,2,1,3,NA,27
"8110",11,17,1,"White",3,3,2,2,2,2,2,2,2,3,2,27
"8111",10,16,1,"White",1,1,1,1,1,2,1,1,1,1,1,27
"8112",10,16,0,"Black",1,1,1,1,1,1,3,1,1,1,1,27
"8113",11,16,0,"White",2,3,3,2,3,2,2,1,2,2,2,27
"8114",12,18,1,"White",3,3,3,3,3,1,3,3,3,3,3,27
"8115",10,15,1,"Asian",2,1,1,1,1,1,2,1,2,1,2,27
"8116",10,16,1,"White",1,2,3,2,2,1,3,2,1,2,1,27
"8117",9,15,0,"White",1,1,1,1,1,1,1,1,1,1,1,27
"8118",9,15,0,"White",3,1,1,1,1,1,2,1,2,2,1,27
"8119",12,18,1,"Hispanic",2,2,3,3,1,2,3,3,1,3,1,27
"8120",12,18,0,"Hispanic",2,2,3,3,2,2,3,2,2,2,2,27
"8121",10,15,0,"White",1,1,2,2,1,1,2,1,1,3,3,27
"8122",11,16,1,"White",3,2,2,2,2,2,3,2,2,2,2,27
"8123",9,15,1,"White",3,2,2,2,1,2,2,3,2,3,2,27
"8124",9,14,1,"White",2,1,3,2,1,1,3,3,2,1,2,27
"8125",9,15,0,"White",3,2,2,1,1,1,1,1,1,2,2,27
"8126",9,15,0,"White",3,2,3,1,1,2,3,1,1,2,3,27
"8127",9,15,0,"White",1,1,1,1,1,1,1,1,1,1,1,27
"8128",9,15,0,"White",3,3,3,3,2,3,NA,1,2,3,3,27
"8129",9,15,0,"Black",2,2,3,2,1,1,2,1,2,2,3,27
"8130",12,18,1,"White",3,3,3,3,2,3,3,3,3,3,2,27
"8131",11,16,1,"White",3,2,2,2,2,2,2,2,2,2,2,27
"8132",9,14,0,"White",2,2,2,1,1,1,2,1,2,2,2,27
"8133",10,15,0,"White",3,3,2,3,2,2,3,2,3,3,3,27
"8134",11,17,0,"White",3,2,2,2,1,2,3,1,3,2,2,27
"8135",12,18,0,"Hispanic",1,1,2,1,1,1,1,1,2,2,1,27
"8136",12,17,1,"White",3,2,3,3,2,2,3,3,3,3,3,27
"8137",11,17,0,"White",2,3,3,3,2,3,2,1,2,2,2,27
"8138",12,17,0,"White",1,2,3,2,1,1,1,1,3,1,2,27
"8139",12,18,1,"White",2,3,2,1,2,1,2,2,3,2,3,27
"8140",12,18,1,"White",3,3,3,3,3,3,3,3,3,3,3,27
"8141",12,17,1,"White",3,2,3,2,1,1,2,1,2,2,2,27
"8142",10,15,0,"Other",1,1,1,1,1,1,1,1,3,1,1,27
"8143",9,15,0,"White",2,2,2,2,1,1,2,1,2,2,2,27
"8144",9,15,0,"White",2,2,3,3,2,2,3,2,2,3,2,27
"8145",9,16,0,"White",2,2,2,2,1,2,2,1,2,2,1,27
"8146",9,14,1,"White",2,1,1,2,2,1,2,2,3,2,2,27
"8147",9,15,0,"White",3,1,3,2,2,2,2,1,3,2,2,27
"8148",10,16,0,"White",2,2,2,3,2,1,2,1,3,3,3,27
"8149",9,15,0,"White",2,1,2,3,1,2,3,2,3,2,3,27
"8150",9,15,1,"White",3,2,3,3,1,2,3,3,2,3,2,27
"8151",11,17,1,"White",3,2,3,3,2,2,3,3,2,2,2,27
"8152",9,15,0,"Black",2,1,2,2,1,1,3,2,2,3,2,27
"8153",10,16,1,"White",3,2,2,3,2,2,3,2,1,3,3,27
"8154",9,14,1,"White",3,2,3,3,2,1,3,2,3,3,3,27
"8155",9,15,1,"Other",2,2,2,2,1,1,3,2,3,1,2,27
"8156",9,15,1,"White",3,1,2,1,2,2,3,2,2,2,2,27
"8157",9,15,1,"White",2,2,2,2,1,1,3,2,1,2,3,27
"8158",12,18,0,"Hispanic",1,3,1,1,1,1,1,1,1,1,1,27
"8159",12,18,1,"White",3,1,3,2,1,2,2,3,3,2,2,27
"8160",10,16,0,"White",2,3,2,3,2,2,1,1,2,3,2,27
"8161",9,15,1,"White",3,2,2,2,1,1,3,3,2,2,1,27
"8162",11,16,0,"White",3,2,3,2,2,2,3,1,2,3,2,27
"8163",11,17,0,"Hispanic",1,2,2,2,1,2,3,1,2,3,3,27
"8164",11,17,1,"White",2,2,3,2,1,2,3,2,3,3,3,27
"8165",9,15,0,"White",3,3,2,3,2,3,3,2,1,3,3,27
"8166",11,16,1,"White",3,2,3,2,3,2,3,3,3,3,2,27
"8167",11,17,1,"White",2,2,1,3,2,2,3,3,2,3,2,27
"8168",11,17,0,"White",3,2,2,3,3,3,3,2,2,3,2,27
"8169",NA,15,1,"White",2,3,2,3,1,2,3,3,2,3,2,27
"8170",10,16,1,"White",2,2,2,3,2,1,3,3,1,2,1,27
"8171",10,16,1,"White",1,1,2,2,1,1,3,3,2,2,1,27
"8172",10,16,0,"White",1,1,3,1,1,1,3,2,3,2,NA,27
"8173",12,17,1,"White",2,2,1,3,2,2,3,3,2,3,3,27
"8174",12,18,0,"White",1,1,1,1,1,1,1,1,3,1,1,27
"8175",11,17,1,"White",3,2,3,2,2,2,3,3,2,2,2,27
"8176",12,17,1,"Other",2,2,2,2,2,2,2,2,2,2,2,27
"8177",12,18,1,"Asian",3,2,2,3,1,2,2,2,2,2,2,27
"8178",11,17,1,"White",2,1,2,3,1,1,3,2,2,3,2,27
"8179",12,18,1,"White",2,2,1,3,1,2,3,3,1,2,3,27
"8180",9,14,0,"White",3,2,2,3,2,1,3,1,1,1,2,27
"8181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8185",10,16,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8187",10,15,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8191",10,15,1,"Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8192",9,15,1,"White",2,1,1,2,1,1,1,2,1,2,3,27
"8193",10,15,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8195",11,17,0,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8196",9,15,0,"White",3,1,3,2,2,2,3,2,3,3,3,27
"8197",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8198",12,18,0,"Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8199",12,18,0,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8200",12,17,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8201",12,18,0,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8203",12,17,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8204",12,18,0,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8205",9,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8206",9,15,0,"White",2,2,2,3,1,1,3,1,2,3,2,27
"8207",11,17,0,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8208",11,16,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8209",11,17,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8210",11,17,1,"White",3,3,3,3,2,2,3,3,2,3,2,27
"8211",12,18,0,"White",3,2,2,2,1,1,2,3,2,1,2,27
"8212",9,15,0,"White",2,2,3,3,2,2,3,1,2,3,3,27
"8213",12,18,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8214",11,16,0,"White",2,3,2,3,2,1,3,1,2,2,2,27
"8215",11,17,0,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8216",10,16,0,"White",1,1,1,1,1,1,1,1,1,3,1,27
"8217",11,18,0,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8218",12,18,0,"White",1,1,1,2,1,1,2,1,1,1,1,27
"8219",11,17,0,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8220",11,16,0,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8221",9,15,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8226",11,17,0,"White",2,2,2,2,1,1,2,1,2,2,2,27
"8227",12,19,0,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8228",10,15,1,"Hispanic",3,3,3,3,3,3,3,3,3,3,3,27
"8229",12,17,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8230",11,17,0,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8231",11,17,0,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8232",11,16,1,"Hispanic",3,2,3,3,1,2,3,2,1,2,3,27
"8233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8234",10,16,1,"White",2,2,2,2,2,1,1,3,2,2,3,27
"8235",10,15,1,"White",1,2,2,1,2,2,2,2,2,NA,2,27
"8236",10,16,0,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8237",11,17,0,"White",1,2,1,2,1,2,1,1,1,2,1,27
"8238",11,16,1,"White",3,2,3,3,2,3,3,2,3,3,3,27
"8239",12,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8240",11,17,0,"Other",2,1,2,2,1,2,1,1,1,2,1,27
"8241",12,18,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8242",12,18,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8243",12,22,1,"Asian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8244",10,16,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8245",12,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8246",12,17,1,"Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8247",12,18,1,"White",2,2,3,3,2,3,3,3,2,2,2,27
"8248",12,18,0,"White",1,1,1,1,1,1,1,1,3,1,1,27
"8249",11,19,0,"White",2,2,2,2,2,2,2,2,2,2,2,27
"8250",10,16,1,"White",2,2,3,3,2,1,3,3,3,3,NA,27
"8251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"8252",9,15,1,"White",2,2,3,3,3,3,3,3,2,3,3,27
"8253",12,17,0,"Hispanic",1,2,2,2,1,2,3,3,1,2,2,28
"8254",12,17,0,"Hispanic",3,1,3,3,3,2,3,1,2,3,3,28
"8255",12,17,0,"White",3,2,3,3,2,3,3,3,2,3,3,28
"8256",12,17,1,"Hispanic",3,3,3,3,3,3,3,3,3,3,2,28
"8257",12,17,0,"Hispanic",1,2,3,2,2,3,2,1,3,2,3,28
"8258",12,17,1,"Hispanic",3,2,3,3,2,3,3,2,3,2,2,28
"8259",12,18,1,"Hispanic",3,2,3,3,3,3,3,3,3,3,3,28
"8260",12,18,1,"Black",2,2,3,3,1,1,3,2,1,2,3,28
"8261",11,16,0,"Hispanic",1,1,1,3,1,1,1,3,1,1,1,28
"8262",NA,18,0,"Hispanic",2,2,2,2,2,2,2,2,2,2,2,28
"8263",12,17,0,"Asian",3,3,3,3,3,3,3,3,3,3,3,28
"8264",11,17,0,"Hispanic",2,2,2,2,1,2,2,1,2,2,2,28
"8265",11,17,0,"Hispanic",3,2,3,3,3,3,2,2,3,3,3,28
"8266",11,16,1,"Hispanic",2,2,2,1,3,3,2,2,1,2,2,28
"8267",12,17,0,"Hispanic",3,3,3,3,2,3,3,3,3,3,3,28
"8268",12,17,0,"Hispanic",2,2,2,2,2,2,2,2,2,2,2,28
"8269",11,17,1,"Hispanic",2,2,3,2,1,2,3,3,2,3,3,28
"8270",11,17,1,"Hispanic",2,2,1,1,1,1,3,3,2,1,1,28
"8271",11,15,1,"Hispanic",3,3,3,3,3,3,3,3,3,2,2,28
